flight_id,route_code,airline_code,airline_name,flight_number,origin_city,origin_airport_code,origin_airport_name,destination_city,destination_airport_code,destination_airport_name,flight_date,departure_time,arrival_time,departure_datetime,arrival_datetime,duration_minutes,stops,cabin_class,price_twd,currency,seats_total,seats_available,baggage_kg,status,source_type,created_at,updated_at
671,KHH-KMI,IT,虎航,IT312,高雄,KHH,高雄國際機場,宮崎,KMI,宮崎機場,2026-07-24,01:35,04:31,2026-07-24 01:35:00,2026-07-24 04:31:00,176,0,premium_economy,13220,TWD,36,0,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
672,TPE-OIT,IT,虎航,IT325,桃園,TPE,桃園國際機場,大分,OIT,大分機場,2026-07-24,01:35,04:20,2026-07-24 01:35:00,2026-07-24 04:20:00,165,0,business,18110,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
673,KHH-KMI,IT,虎航,IT331,高雄,KHH,高雄國際機場,宮崎,KMI,宮崎機場,2026-07-24,01:35,04:40,2026-07-24 01:35:00,2026-07-24 04:40:00,185,0,business,24300,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
674,KHH-KMQ,IT,虎航,IT432,高雄,KHH,高雄國際機場,小松,KMQ,小松機場,2026-07-24,01:35,05:07,2026-07-24 01:35:00,2026-07-24 05:07:00,212,0,premium_economy,14640,TWD,36,4,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
675,KHH-ISG,IT,虎航,IT653,高雄,KHH,高雄國際機場,石垣,ISG,新石垣機場,2026-07-24,01:35,03:38,2026-07-24 01:35:00,2026-07-24 03:38:00,123,0,economy,6450,TWD,180,59,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
676,TPE-HKD,JX,星宇,JX466,桃園,TPE,桃園國際機場,函館,HKD,函館機場,2026-07-24,01:35,05:52,2026-07-24 01:35:00,2026-07-24 05:52:00,257,0,premium_economy,19370,TWD,36,4,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
677,TPE-UKB,JX,星宇,JX526,桃園,TPE,桃園國際機場,神戶,UKB,神戶機場,2026-07-24,01:35,04:30,2026-07-24 01:35:00,2026-07-24 04:30:00,175,0,premium_economy,14790,TWD,36,2,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
678,KHH-NRT,MM,樂桃,MM011,高雄,KHH,高雄國際機場,東京,NRT,成田國際機場,2026-07-24,01:35,05:09,2026-07-24 01:35:00,2026-07-24 05:09:00,214,0,business,23180,TWD,20,0,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
679,KHH-KIX,MM,樂桃,MM112,高雄,KHH,高雄國際機場,大阪,KIX,關西國際機場,2026-07-24,01:35,04:30,2026-07-24 01:35:00,2026-07-24 04:30:00,175,0,premium_economy,12440,TWD,36,6,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
680,KHH-KIX,MM,樂桃,MM131,高雄,KHH,高雄國際機場,大阪,KIX,關西國際機場,2026-07-24,01:35,04:39,2026-07-24 01:35:00,2026-07-24 04:39:00,184,0,business,21910,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
681,KHH-OKA,MM,樂桃,MM191,高雄,KHH,高雄國際機場,沖繩,OKA,那霸機場,2026-07-24,01:35,03:25,2026-07-24 01:35:00,2026-07-24 03:25:00,110,0,business,20660,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
682,KHH-NRT,MM,樂桃,MM277,高雄,KHH,高雄國際機場,東京,NRT,成田國際機場,2026-07-24,01:35,05:10,2026-07-24 01:35:00,2026-07-24 05:10:00,215,0,premium_economy,13870,TWD,36,5,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
683,KHH-CTS,MM,樂桃,MM292,高雄,KHH,高雄國際機場,札幌,CTS,新千歲機場,2026-07-24,01:35,05:45,2026-07-24 01:35:00,2026-07-24 05:45:00,250,0,premium_economy,17280,TWD,36,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
684,TPE-FUK,MM,樂桃,MM867,桃園,TPE,桃園國際機場,福岡,FUK,福岡機場,2026-07-24,01:35,03:52,2026-07-24 01:35:00,2026-07-24 03:52:00,137,0,economy,6280,TWD,180,32,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
685,KHH-NGO,BR,長榮,BR471,高雄,KHH,高雄國際機場,名古屋,NGO,中部國際機場,2026-07-24,06:50,09:54,2026-07-24 06:50:00,2026-07-24 09:54:00,184,0,premium_economy,15120,TWD,36,3,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
686,KHH-TAK,CI,華航,CI132,高雄,KHH,高雄國際機場,高松,TAK,高松機場,2026-07-24,06:50,09:36,2026-07-24 06:50:00,2026-07-24 09:36:00,166,0,premium_economy,13110,TWD,36,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
687,TPE-OKJ,IT,虎航,IT145,桃園,TPE,桃園國際機場,岡山,OKJ,岡山機場,2026-07-24,06:50,09:41,2026-07-24 06:50:00,2026-07-24 09:41:00,171,0,business,21850,TWD,20,1,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
688,TPE-HSG,IT,虎航,IT347,桃園,TPE,桃園國際機場,佐賀,HSG,佐賀機場,2026-07-24,06:50,09:25,2026-07-24 06:50:00,2026-07-24 09:25:00,155,0,economy,6920,TWD,180,108,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
689,TPE-ISG,IT,虎航,IT407,桃園,TPE,桃園國際機場,石垣,ISG,新石垣機場,2026-07-24,06:50,08:48,2026-07-24 06:50:00,2026-07-24 08:48:00,118,0,economy,6190,TWD,180,120,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
690,KHH-KMQ,IT,虎航,IT451,高雄,KHH,高雄國際機場,小松,KMQ,小松機場,2026-07-24,06:50,10:11,2026-07-24 06:50:00,2026-07-24 10:11:00,201,0,business,28280,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
691,KHH-OIT,IT,虎航,IT533,高雄,KHH,高雄國際機場,大分,OIT,大分機場,2026-07-24,06:50,09:40,2026-07-24 06:50:00,2026-07-24 09:40:00,170,0,economy,6870,TWD,180,27,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
692,KHH-OIT,IT,虎航,IT552,高雄,KHH,高雄國際機場,大分,OIT,大分機場,2026-07-24,06:50,09:32,2026-07-24 06:50:00,2026-07-24 09:32:00,162,0,premium_economy,12350,TWD,36,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
693,KHH-HSG,IT,虎航,IT593,高雄,KHH,高雄國際機場,佐賀,HSG,佐賀機場,2026-07-24,06:50,09:18,2026-07-24 06:50:00,2026-07-24 09:18:00,148,0,economy,7440,TWD,180,27,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
694,KHH-AKJ,IT,虎航,IT713,高雄,KHH,高雄國際機場,旭川,AKJ,旭川機場,2026-07-24,06:50,11:31,2026-07-24 06:50:00,2026-07-24 11:31:00,281,0,economy,12290,TWD,180,16,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
695,TPE-SDJ,JX,星宇,JX406,桃園,TPE,桃園國際機場,仙台,SDJ,仙台機場,2026-07-24,06:50,10:32,2026-07-24 06:50:00,2026-07-24 10:32:00,222,0,premium_economy,18250,TWD,36,2,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
696,KHH-UKB,JX,星宇,JX772,高雄,KHH,高雄國際機場,神戶,UKB,神戶機場,2026-07-24,06:50,10:05,2026-07-24 06:50:00,2026-07-24 10:05:00,195,0,premium_economy,15440,TWD,36,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
697,TPE-CTS,MM,樂桃,MM027,桃園,TPE,桃園國際機場,札幌,CTS,新千歲機場,2026-07-24,06:50,11:10,2026-07-24 06:50:00,2026-07-24 11:10:00,260,0,economy,11810,TWD,180,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
698,TPE-NRT,MM,樂桃,MM665,桃園,TPE,桃園國際機場,東京,NRT,成田國際機場,2026-07-24,06:50,10:18,2026-07-24 06:50:00,2026-07-24 10:18:00,208,0,business,24070,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
699,TPE-HND,MM,樂桃,MM706,桃園,TPE,桃園國際機場,東京,HND,羽田機場,2026-07-24,06:50,10:12,2026-07-24 06:50:00,2026-07-24 10:12:00,202,0,premium_economy,13640,TWD,36,5,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
700,KHH-NRT,MM,樂桃,MM892,高雄,KHH,高雄國際機場,東京,NRT,成田國際機場,2026-07-24,06:50,10:19,2026-07-24 06:50:00,2026-07-24 10:19:00,209,0,premium_economy,12840,TWD,36,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
701,TPE-KMQ,IT,虎航,IT167,桃園,TPE,桃園國際機場,小松,KMQ,小松機場,2026-07-24,08:10,11:24,2026-07-24 08:10:00,2026-07-24 11:24:00,194,0,economy,8160,TWD,180,94,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
702,KHH-OKJ,IT,虎航,IT353,高雄,KHH,高雄國際機場,岡山,OKJ,岡山機場,2026-07-24,08:10,11:03,2026-07-24 08:10:00,2026-07-24 11:03:00,173,0,economy,8830,TWD,180,28,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
703,KHH-NGO,JX,星宇,JX532,高雄,KHH,高雄國際機場,名古屋,NGO,中部國際機場,2026-07-24,08:10,11:23,2026-07-24 08:10:00,2026-07-24 11:23:00,193,0,premium_economy,15150,TWD,36,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
704,KHH-UKB,JX,星宇,JX791,高雄,KHH,高雄國際機場,神戶,UKB,神戶機場,2026-07-24,08:10,11:25,2026-07-24 08:10:00,2026-07-24 11:25:00,195,0,business,31060,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
705,KHH-OKA,MM,樂桃,MM172,高雄,KHH,高雄國際機場,沖繩,OKA,那霸機場,2026-07-24,08:10,09:59,2026-07-24 08:10:00,2026-07-24 09:59:00,109,0,premium_economy,10670,TWD,36,2,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
706,KHH-CTS,MM,樂桃,MM311,高雄,KHH,高雄國際機場,札幌,CTS,新千歲機場,2026-07-24,08:10,12:30,2026-07-24 08:10:00,2026-07-24 12:30:00,260,0,business,33620,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
707,KHH-TAK,CI,華航,CI151,高雄,KHH,高雄國際機場,高松,TAK,高松機場,2026-07-24,10:20,13:05,2026-07-24 10:20:00,2026-07-24 13:05:00,165,0,business,25320,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
708,TPE-KIJ,IT,虎航,IT246,桃園,TPE,桃園國際機場,新潟,KIJ,新潟機場,2026-07-24,10:20,14:00,2026-07-24 10:20:00,2026-07-24 14:00:00,220,0,premium_economy,15360,TWD,36,3,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
709,TPE-KIJ,IT,虎航,IT265,桃園,TPE,桃園國際機場,新潟,KIJ,新潟機場,2026-07-24,10:20,13:58,2026-07-24 10:20:00,2026-07-24 13:58:00,218,0,business,26600,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
710,KHH-KIJ,IT,虎航,IT473,高雄,KHH,高雄國際機場,新潟,KIJ,新潟機場,2026-07-24,10:20,14:18,2026-07-24 10:20:00,2026-07-24 14:18:00,238,0,economy,9450,TWD,180,63,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
711,KHH-HSG,IT,虎航,IT612,高雄,KHH,高雄國際機場,佐賀,HSG,佐賀機場,2026-07-24,10:20,12:56,2026-07-24 10:20:00,2026-07-24 12:56:00,156,0,premium_economy,11630,TWD,36,3,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
712,KHH-OKA,MM,樂桃,MM016,高雄,KHH,高雄國際機場,沖繩,OKA,那霸機場,2026-07-24,10:20,12:03,2026-07-24 10:20:00,2026-07-24 12:03:00,103,0,business,18960,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
713,TPE-CTS,MM,樂桃,MM046,桃園,TPE,桃園國際機場,札幌,CTS,新千歲機場,2026-07-24,10:20,14:35,2026-07-24 10:20:00,2026-07-24 14:35:00,255,0,premium_economy,15850,TWD,36,3,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
714,KHH-FUK,MM,樂桃,MM269,高雄,KHH,高雄國際機場,福岡,FUK,福岡機場,2026-07-24,10:20,13:00,2026-07-24 10:20:00,2026-07-24 13:00:00,160,0,economy,8420,TWD,180,9,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
715,TPE-KMJ,CI,華航,CI527,桃園,TPE,桃園國際機場,熊本,KMJ,熊本機場,2026-07-24,12:35,15:07,2026-07-24 12:35:00,2026-07-24 15:07:00,152,0,economy,9550,TWD,180,102,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
716,TPE-TAK,CI,華航,CI767,桃園,TPE,桃園國際機場,高松,TAK,高松機場,2026-07-24,12:35,15:25,2026-07-24 12:35:00,2026-07-24 15:25:00,170,0,economy,8820,TWD,180,56,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
717,TPE-KMI,IT,虎航,IT085,桃園,TPE,桃園國際機場,宮崎,KMI,宮崎機場,2026-07-24,12:35,15:23,2026-07-24 12:35:00,2026-07-24 15:23:00,168,0,business,22300,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
718,TPE-OKJ,IT,虎航,IT107,桃園,TPE,桃園國際機場,岡山,OKJ,岡山機場,2026-07-24,12:35,15:24,2026-07-24 12:35:00,2026-07-24 15:24:00,169,0,economy,7810,TWD,180,127,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
719,TPE-OIT,IT,虎航,IT246,桃園,TPE,桃園國際機場,大分,OIT,大分機場,2026-07-24,12:35,15:09,2026-07-24 12:35:00,2026-07-24 15:09:00,154,0,business,19740,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
720,KHH-KMI,IT,虎航,IT293,高雄,KHH,高雄國際機場,宮崎,KMI,宮崎機場,2026-07-24,12:35,15:29,2026-07-24 12:35:00,2026-07-24 15:29:00,174,0,economy,8970,TWD,180,101,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
721,KHH-KIJ,IT,虎航,IT511,高雄,KHH,高雄國際機場,新潟,KIJ,新潟機場,2026-07-24,12:35,16:25,2026-07-24 12:35:00,2026-07-24 16:25:00,230,0,business,25810,TWD,20,1,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
722,KHH-HSG,IT,虎航,IT631,高雄,KHH,高雄國際機場,佐賀,HSG,佐賀機場,2026-07-24,12:35,15:03,2026-07-24 12:35:00,2026-07-24 15:03:00,148,0,business,20840,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
723,TPE-SDJ,JX,星宇,JX387,桃園,TPE,桃園國際機場,仙台,SDJ,仙台機場,2026-07-24,12:35,16:18,2026-07-24 12:35:00,2026-07-24 16:18:00,223,0,economy,11050,TWD,180,107,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
724,TPE-HKD,JX,星宇,JX485,桃園,TPE,桃園國際機場,函館,HKD,函館機場,2026-07-24,12:35,17:03,2026-07-24 12:35:00,2026-07-24 17:03:00,268,0,business,35520,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
725,KHH-KIX,JX,星宇,JX485,高雄,KHH,高雄國際機場,大阪,KIX,關西國際機場,2026-07-24,12:35,15:34,2026-07-24 12:35:00,2026-07-24 15:34:00,179,0,premium_economy,15690,TWD,36,3,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
726,KHH-SDJ,JX,星宇,JX671,高雄,KHH,高雄國際機場,仙台,SDJ,仙台機場,2026-07-24,12:35,16:29,2026-07-24 12:35:00,2026-07-24 16:29:00,234,0,business,34670,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
727,KHH-FUK,MM,樂桃,MM213,高雄,KHH,高雄國際機場,福岡,FUK,福岡機場,2026-07-24,12:35,15:12,2026-07-24 12:35:00,2026-07-24 15:12:00,157,0,economy,6880,TWD,180,106,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
728,KHH-SDJ,CI,華航,CI895,高雄,KHH,高雄國際機場,仙台,SDJ,仙台機場,2026-07-24,13:40,17:27,2026-07-24 13:40:00,2026-07-24 17:27:00,227,0,business,30810,TWD,20,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
729,TPE-OIT,IT,虎航,IT306,桃園,TPE,桃園國際機場,大分,OIT,大分機場,2026-07-24,13:40,16:18,2026-07-24 13:40:00,2026-07-24 16:18:00,158,0,premium_economy,12320,TWD,36,5,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
730,KHH-OKJ,IT,虎航,IT391,高雄,KHH,高雄國際機場,岡山,OKJ,岡山機場,2026-07-24,13:40,16:32,2026-07-24 13:40:00,2026-07-24 16:32:00,172,0,business,23250,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
731,TPE-AKJ,IT,虎航,IT486,桃園,TPE,桃園國際機場,旭川,AKJ,旭川機場,2026-07-24,13:40,18:14,2026-07-24 13:40:00,2026-07-24 18:14:00,274,0,premium_economy,17260,TWD,36,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
732,TPE-AKJ,IT,虎航,IT505,桃園,TPE,桃園國際機場,旭川,AKJ,旭川機場,2026-07-24,13:40,17:57,2026-07-24 13:40:00,2026-07-24 17:57:00,257,0,business,34580,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
733,TPE-NGO,JX,星宇,JX305,桃園,TPE,桃園國際機場,名古屋,NGO,中部國際機場,2026-07-24,13:40,16:55,2026-07-24 13:40:00,2026-07-24 16:55:00,195,0,business,25870,TWD,20,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
734,TPE-SDJ,JX,星宇,JX425,桃園,TPE,桃園國際機場,仙台,SDJ,仙台機場,2026-07-24,13:40,17:29,2026-07-24 13:40:00,2026-07-24 17:29:00,229,0,business,33330,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
735,KHH-SDJ,JX,星宇,JX652,高雄,KHH,高雄國際機場,仙台,SDJ,仙台機場,2026-07-24,13:40,17:34,2026-07-24 13:40:00,2026-07-24 17:34:00,234,0,premium_economy,18900,TWD,36,1,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
736,KHH-HND,MM,樂桃,MM052,高雄,KHH,高雄國際機場,東京,HND,羽田機場,2026-07-24,13:40,17:20,2026-07-24 13:40:00,2026-07-24 17:20:00,220,0,premium_economy,15320,TWD,36,4,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
737,TPE-KIX,MM,樂桃,MM766,桃園,TPE,桃園國際機場,大阪,KIX,關西國際機場,2026-07-24,13:40,16:39,2026-07-24 13:40:00,2026-07-24 16:39:00,179,0,premium_economy,11790,TWD,36,4,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
738,TPE-OKA,MM,樂桃,MM845,桃園,TPE,桃園國際機場,沖繩,OKA,那霸機場,2026-07-24,13:40,15:33,2026-07-24 13:40:00,2026-07-24 15:33:00,113,0,business,16110,TWD,20,0,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
739,KHH-NRT,MM,樂桃,MM873,高雄,KHH,高雄國際機場,東京,NRT,成田國際機場,2026-07-24,13:40,17:16,2026-07-24 13:40:00,2026-07-24 17:16:00,216,0,economy,8050,TWD,180,64,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
740,KHH-OKA,BR,長榮,BR452,高雄,KHH,高雄國際機場,沖繩,OKA,那霸機場,2026-07-24,15:10,16:56,2026-07-24 15:10:00,2026-07-24 16:56:00,106,0,premium_economy,12120,TWD,36,3,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
741,KHH-KMJ,CI,華航,CI792,高雄,KHH,高雄國際機場,熊本,KMJ,熊本機場,2026-07-24,15:10,17:57,2026-07-24 15:10:00,2026-07-24 17:57:00,167,0,premium_economy,14890,TWD,36,2,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
742,TPE-KMQ,IT,虎航,IT205,桃園,TPE,桃園國際機場,小松,KMQ,小松機場,2026-07-24,15:10,18:23,2026-07-24 15:10:00,2026-07-24 18:23:00,193,0,business,23290,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
743,TPE-KIJ,IT,虎航,IT227,桃園,TPE,桃園國際機場,新潟,KIJ,新潟機場,2026-07-24,15:10,18:53,2026-07-24 15:10:00,2026-07-24 18:53:00,223,0,economy,9290,TWD,180,41,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
744,TPE-OIT,IT,虎航,IT287,桃園,TPE,桃園國際機場,大分,OIT,大分機場,2026-07-24,15:10,17:45,2026-07-24 15:10:00,2026-07-24 17:45:00,155,0,economy,7460,TWD,180,95,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
745,KHH-AKJ,IT,虎航,IT732,高雄,KHH,高雄國際機場,旭川,AKJ,旭川機場,2026-07-24,15:10,19:47,2026-07-24 15:10:00,2026-07-24 19:47:00,277,0,premium_economy,18530,TWD,36,3,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
746,TPE-NGO,JX,星宇,JX286,桃園,TPE,桃園國際機場,名古屋,NGO,中部國際機場,2026-07-24,15:10,18:21,2026-07-24 15:10:00,2026-07-24 18:21:00,191,0,premium_economy,15250,TWD,36,3,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
747,KHH-HKD,JX,星宇,JX731,高雄,KHH,高雄國際機場,函館,HKD,函館機場,2026-07-24,15:10,19:44,2026-07-24 15:10:00,2026-07-24 19:44:00,274,0,business,37710,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
748,KHH-HND,MM,樂桃,MM071,高雄,KHH,高雄國際機場,東京,HND,羽田機場,2026-07-24,15:10,18:51,2026-07-24 15:10:00,2026-07-24 18:51:00,221,0,business,25960,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
749,KHH-KIX,MM,樂桃,MM093,高雄,KHH,高雄國際機場,大阪,KIX,關西國際機場,2026-07-24,15:10,18:20,2026-07-24 15:10:00,2026-07-24 18:20:00,190,0,economy,7760,TWD,180,28,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
750,KHH-FUK,MM,樂桃,MM232,高雄,KHH,高雄國際機場,福岡,FUK,福岡機場,2026-07-24,15:10,17:34,2026-07-24 15:10:00,2026-07-24 17:34:00,144,0,premium_economy,13170,TWD,36,2,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
751,TPE-NRT,MM,樂桃,MM627,桃園,TPE,桃園國際機場,東京,NRT,成田國際機場,2026-07-24,15:10,18:32,2026-07-24 15:10:00,2026-07-24 18:32:00,202,0,economy,7530,TWD,180,110,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
752,TPE-NRT,MM,樂桃,MM646,桃園,TPE,桃園國際機場,東京,NRT,成田國際機場,2026-07-24,15:10,18:39,2026-07-24 15:10:00,2026-07-24 18:39:00,209,0,premium_economy,11730,TWD,36,5,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
753,TPE-KIX,MM,樂桃,MM747,桃園,TPE,桃園國際機場,大阪,KIX,關西國際機場,2026-07-24,15:10,18:10,2026-07-24 15:10:00,2026-07-24 18:10:00,180,0,economy,7280,TWD,180,108,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
754,TPE-HND,BR,長榮,BR019,桃園,TPE,桃園國際機場,東京,HND,羽田機場,2026-07-24,17:25,20:40,2026-07-24 17:25:00,2026-07-24 20:40:00,195,0,business,25520,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
755,TPE-FUK,BR,長榮,BR138,桃園,TPE,桃園國際機場,福岡,FUK,福岡機場,2026-07-24,17:25,19:53,2026-07-24 17:25:00,2026-07-24 19:53:00,148,0,business,22850,TWD,20,0,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
756,TPE-KMJ,CI,華航,CI546,桃園,TPE,桃園國際機場,熊本,KMJ,熊本機場,2026-07-24,17:25,20:00,2026-07-24 17:25:00,2026-07-24 20:00:00,155,0,premium_economy,14070,TWD,36,0,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
757,TPE-TAK,CI,華航,CI786,桃園,TPE,桃園國際機場,高松,TAK,高松機場,2026-07-24,17:25,20:10,2026-07-24 17:25:00,2026-07-24 20:10:00,165,0,premium_economy,12280,TWD,36,5,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
758,KHH-OIT,IT,虎航,IT253,高雄,KHH,高雄國際機場,大分,OIT,大分機場,2026-07-24,17:25,20:06,2026-07-24 17:25:00,2026-07-24 20:06:00,161,0,business,21450,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
759,TPE-HSG,IT,虎航,IT366,桃園,TPE,桃園國際機場,佐賀,HSG,佐賀機場,2026-07-24,17:25,19:41,2026-07-24 17:25:00,2026-07-24 19:41:00,136,0,premium_economy,9830,TWD,36,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
760,KHH-KIJ,IT,虎航,IT492,高雄,KHH,高雄國際機場,新潟,KIJ,新潟機場,2026-07-24,17:25,21:16,2026-07-24 17:25:00,2026-07-24 21:16:00,231,0,premium_economy,16340,TWD,36,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
761,KHH-OIT,IT,虎航,IT571,高雄,KHH,高雄國際機場,大分,OIT,大分機場,2026-07-24,17:25,20:03,2026-07-24 17:25:00,2026-07-24 20:03:00,158,0,business,19920,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
762,KHH-ISG,IT,虎航,IT672,高雄,KHH,高雄國際機場,石垣,ISG,新石垣機場,2026-07-24,17:25,19:38,2026-07-24 17:25:00,2026-07-24 19:38:00,133,0,premium_economy,11420,TWD,36,6,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
